severity,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
major,7,9,2,7,33,3,0,27,131,0.8819444,0.066176474,0.13235295,18,0,17,1,0,0,17,0,0,0,8,1,0,8,0,0,1,0,0,121,16,2,12,0,0,1,1,23,4,19,3,0,0,0,90,1025,0,12207,154,0,2,5,4,30.8,0,0.981843971,1.25,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
none,0,2,2,0,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,20,1,0,3335,50,0,1,1,1,50,4.666666667,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,14,16,2,14,29,2,1,30,133,0.93055564,0.06535948,0.06535948,18,0,18,0,0,0,18,0,0,0,12,2,1,10,1,0,2,0,0,112,19,0,11,0,0,23,0,12,4,22,3,0,0,0,115,1,0,10328,649,2,18,44,16,14.75,3.65625,3.330866356,2.75,0.409090909,TRUE,FALSE,FALSE,FALSE,FALSE
none,3,6,3,3,4,1,0,0,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,14,1,0,0,0,0,2,0,2,0,1,0,0,0,0,5,1,0,20601,404,1,4,8,1,50.5,9.599924939,1.966773175,8,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,4,1,0,6,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,17,2,1,0,0,0,0,0,2,0,2,1,0,0,0,14,1,0,4249,77,0,0,6,3,12.83333333,10.75,1.494432178,2,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
none,3,8,5,3,2,1,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,0,47,0,1,1,1,47,0,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
none,3,3,0,3,1,1,0,0,0,0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,8,0,873,69,0,1,5,1,13.8,0,0.85041223,5,1,FALSE,FALSE,FALSE,TRUE,FALSE
minor,11,13,2,11,6,1,0,14,0,0.5882353,1,1,4,0,4,0,0,0,4,0,0,0,17,14,3,14,0,0,14,0,3,43,2,0,1,0,1,16,1,24,1,24,1,0,0,0,100,1,0,2102,23,0,0,2,2,11.5,0,0.646090505,1,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
minor,16,20,4,16,56,4,2,26,121,0.7246377,0.26086956,0.3083004,23,0,22,0,0,1,23,0,0,0,3,1,0,1,2,0,1,0,2,125,25,0,17,0,0,5,18,9,0,5,2,0,0,0,122,1,0,17269,224,0,3,10,4,22.4,0,1.813972365,2.5,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
minor,3,3,0,3,19,2,0,13,0,0.4,0.6666667,1,3,0,3,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,2,49,1,0,4,1,0,12,6,17,4,11,5,0,0,0,50,2,0,14732,128,1,1,3,2,42.66666667,0,0.88011586,1.5,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE
major,16,16,0,16,41,2,0,34,15,0,0,0,6,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,153,3,2,19,2,1,7,10,30,2,25,4,1,0,0,61,8,0,10762,554,1,14,29,4,19.10344828,17.97107438,2.917612335,7.25,0.379310345,FALSE,FALSE,FALSE,FALSE,FALSE
minor,4,4,0,4,14,1,0,16,3,0,,,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44,1,8,2,0,0,0,0,6,0,5,3,0,0,0,20,26,0,5033,331,0,1,22,4,15.04545455,9.986666667,2.277454729,5.5,0.454545455,TRUE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,3,1,0,0,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,3,0,1,2,1,0,0,0,0,10,0,0,7074,39,1,0,1,1,39,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
minor,16,28,12,16,7,4,0,1,21,0,0,0,7,6,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,187,6,0,0,0,0,0,0,0,0,0,0,0,6,0,47,1,0,9846,113,0,1,3,2,37.66666667,4,0.952711832,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
minor,9,13,4,9,12,2,0,18,0,0.7777778,0.53571427,0.53571427,8,0,8,0,0,0,8,0,0,0,9,9,0,9,0,0,9,0,2,62,6,1,1,1,2,20,2,17,0,14,3,0,0,0,107,1,10,2128,105,0,0,8,3,13.125,5.265306122,1.597085775,2.666666667,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,3,3,0,2,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,7,10,0,1743,42,1,0,8,3,5.25,5.62,1.745217124,2.666666667,0.625,TRUE,FALSE,FALSE,FALSE,FALSE
none,6,6,0,6,9,1,0,7,0,0.4375,0.61904764,1,8,0,7,1,0,0,7,0,2,0,4,0,0,4,0,0,4,0,6,37,8,0,0,0,0,0,0,5,0,5,1,0,0,0,22,9,0,4638,180,0,1,12,3,15,6.3125,1.889718481,4,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
minor,9,10,1,9,12,2,0,19,1,0.44444445,1,1,3,0,2,1,0,0,2,0,0,0,3,1,1,2,0,0,1,0,0,66,0,0,2,4,1,7,2,19,3,13,3,0,0,0,106,1,0,9055,160,0,3,7,2,22.85714286,0,1.583261342,3.5,0.857142857,TRUE,FALSE,FALSE,FALSE,FALSE
none,1,11,10,1,2,1,0,0,0,0.33333334,,,2,0,1,1,0,0,1,0,0,0,3,2,2,1,0,0,2,0,0,11,1,0,0,0,0,2,0,3,0,3,0,0,0,0,37,17,0,14584,139,0,1,7,3,19.85714286,7.7421875,1.742151559,2.333333333,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,5,3,2,2,2,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,365,11,0,0,1,1,11,2,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
major,6,39,33,6,83,1,0,19,0,0.45138887,0.59485817,0.6569149,48,0,48,0,0,0,48,0,0,0,3,0,1,2,0,0,0,0,10,251,39,4,16,0,71,6,144,48,65,24,3,0,0,0,208,17,0,12090,422,5,10,42,8,10.04761905,8.5703125,3.218980599,5.25,0.357142857,FALSE,FALSE,FALSE,TRUE,FALSE
none,9,9,0,9,3,7,0,1,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,2,0,16,1,0,22613,484,1,3,7,1,69.14285714,4.214285714,1.93680884,7,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,6,8,2,6,25,1,0,17,19,0.7402597,0.3272727,0.5090909,11,0,10,0,0,1,11,0,3,0,7,5,0,7,0,0,7,0,7,87,18,0,6,0,2,3,27,17,9,9,2,0,0,0,121,16,0,2372,79,0,3,5,1,15.8,11,1.020545635,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,6,6,0,6,60,1,0,31,0,0.61578953,0.5955882,0.88235295,19,2,14,2,0,3,17,0,0,0,10,1,0,10,0,0,10,0,2,190,18,0,34,0,43,23,87,44,47,40,2,0,1,0,291,17,0,3563,259,0,0,7,3,37,0,1.777344971,2.333333333,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
major,14,25,11,14,15,34,0,25,14,0.8035714,,,8,1,1,7,0,0,1,0,0,0,7,0,0,7,0,0,7,0,1,265,0,1,6,0,0,10,4,10,1,10,1,3,12,0,146,17,0,4,1,0,0,1,1,1,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,23,25,2,23,137,3,0,37,117,0.8187135,0.14285715,0.21428572,19,1,7,11,0,1,8,0,0,0,9,4,0,4,0,5,3,0,6,279,20,4,49,0,13,54,39,64,18,31,4,0,0,0,159,1,0,43,3,0,0,1,1,3,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,2,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,4,0,0,0,0,4,4,0,0,19,0,0,0,0,0,0,0,8,0,4,0,0,1,0,25,8,0,18560,303,0,27,31,6,9.774193548,7.142857143,2.722569821,5.166666667,0.741935484,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,5,2,3,8,1,0,3,0,0,1,1,5,0,4,0,0,1,5,0,0,0,1,0,0,1,0,0,1,0,2,21,6,0,3,0,0,2,0,2,2,2,1,0,0,0,38,0,0,1488,24,0,0,1,1,24,5.5,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,4,11,7,4,16,1,0,5,40,0.8214285,0.16666667,0.1969697,12,1,11,0,0,1,12,0,0,0,7,2,0,7,0,0,2,0,0,69,7,0,4,0,0,5,0,9,1,7,1,0,1,0,132,1,0,211,27,0,0,1,1,27,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,12,17,5,12,40,1,0,23,47,0.7619048,0.24175824,0.3956044,14,0,14,0,0,0,14,0,0,0,6,1,0,6,0,0,1,0,0,104,21,0,4,2,1,9,11,13,0,7,2,0,0,0,79,1,0,37223,1926,0,9,32,8,60.1875,9.900277008,3.282731477,4,0.59375,TRUE,FALSE,FALSE,FALSE,FALSE
minor,9,15,6,9,22,2,0,23,22,0.7083333,0.2777778,0.2777778,12,0,0,3,0,9,9,2,0,0,4,0,0,4,0,0,0,0,1,83,2,0,10,0,0,6,3,6,0,6,2,3,0,0,46,1024,0,9188,111,0,4,6,2,18.5,7.224489796,1.501871468,3,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE
minor,8,9,1,8,9,2,0,22,12,0.5555556,0.33333334,0.41666666,9,0,9,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,5,51,4,0,0,0,0,1,0,8,0,8,0,0,0,0,37,1,0,10912,126,0,1,9,5,14,7.728395062,1.882161234,1.8,0.555555556,FALSE,TRUE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,19,0,0,0,0,0,10,5,17,10,17,0,0,0,0,25,0,0,24201,988,1,4,55,26,17.96363636,8.913872452,3.615637278,2.115384615,0.236363636,FALSE,FALSE,FALSE,FALSE,FALSE
none,9,11,2,9,232,4,0,116,0,0.025641026,0.9656672,0.9656672,117,0,116,1,0,0,116,0,0,0,1,0,0,1,0,0,0,0,0,926,65,0,2,111,0,1,0,8,0,7,2,0,0,0,91,1,0,21324,256,1,2,15,1,17.06666667,3.111111111,2.394492937,15,1,TRUE,FALSE,FALSE,FALSE,FALSE
major,1,7,6,1,29,1,0,21,66,0.9166667,0,0,12,0,11,1,0,0,11,0,0,0,10,0,10,0,0,0,0,0,5,93,0,1,2,1,0,14,6,28,1,21,6,0,0,0,53,1,0,6710,116,0,0,4,3,29,4.417777778,1.279399463,1.333333333,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
minor,5,5,0,5,20,1,0,2,112,0.88235295,0.0882353,0.11764706,17,0,17,0,0,0,17,0,0,0,10,2,0,10,0,0,2,0,0,64,9,0,2,0,1,15,0,16,1,10,0,0,1,0,90,1,0,488,38,0,1,3,2,12.66666667,6.864,0.710113895,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
critical,60,64,4,60,272,1,0,198,11434,0.9823357,0.028096087,0.18300654,157,0,154,3,0,0,154,0,0,0,75,6,1,74,0,0,6,0,24,1060,148,10,49,16,8,26,55,237,8,175,5,0,0,1,543,1,6,41331,967,4,6,30,14,32.23333333,10.74666667,3.090068811,2.142857143,0.166666667,TRUE,FALSE,FALSE,FALSE,FALSE
none,5,23,18,5,23,2,0,15,116,0.7380953,0.21904762,0.5714286,21,7,21,0,0,0,21,0,0,0,4,0,0,4,0,0,0,0,6,79,16,0,2,0,0,6,1,7,0,4,1,0,0,0,42,1,0,5414,195,0,1,9,2,21.66666667,8.095238095,1.887685027,4.5,0.888888889,FALSE,FALSE,FALSE,FALSE,FALSE
minor,10,12,2,10,16,1,0,3,22,0.74725276,0.35897437,1,13,0,13,0,0,0,13,0,0,0,7,1,0,7,0,0,2,0,0,58,11,0,3,0,0,6,1,8,0,8,1,0,0,0,41,1,0,1527,53,0,1,4,1,13.25,4.5,0.813007826,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,8,4,4,8,3,0,7,1,0.35714287,0.93333334,1,7,0,6,1,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,30,2,0,0,0,0,3,0,6,1,2,1,0,0,0,30,17,0,93,96,1,0,2,2,48,9.593964335,0.612619186,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,9,1,0,8,0,0.11111111,0.7777778,0.7777778,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,30,8,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,0,919,44,0,1,3,2,14.66666667,0,0.674792685,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
critical,11,12,1,11,51,1,0,80,95,0.89374983,,,15,2,1,14,0,0,1,0,0,0,32,32,0,32,0,0,32,0,24,303,14,10,5,6,4,86,33,101,21,103,5,0,1,2,195,1,4,8494,54,1,4,7,2,7.714285714,3.76,0.985390686,3.5,0.571428571,FALSE,FALSE,TRUE,FALSE,FALSE
minor,7,7,0,7,11,2,0,4,55,0.90909094,0,0,11,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,11,0,0,46,11,0,0,0,0,1,10,11,0,11,0,0,0,0,26,1,0,693123,510,1,7,11,5,46.36363636,14.53656664,2.227024359,2.2,0.545454545,TRUE,FALSE,FALSE,FALSE,FALSE
none,0,7,7,0,1,1,0,0,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,2,1,0,1,1,1,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,15,15,0,15,3,1,0,6,0,0.5,1,1,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,1,27,2,0,0,0,0,3,5,3,0,6,1,1,0,1,21,9,0,2590,72,0,0,2,2,36,6.64,0.073190129,1,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,6,1,0,1,0,0.5,1,1,2,0,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,1,25,3,0,1,0,0,2,0,5,0,2,1,0,0,0,8,8,0,2655,61,0,2,12,3,5.083333333,4.56,2.442479823,4,0.833333333,FALSE,FALSE,FALSE,FALSE,FALSE
minor,7,12,5,7,26,1,0,18,55,0.90909094,0,0,11,11,11,0,0,0,11,0,0,0,1,1,1,0,0,0,1,0,6,84,10,1,3,1,0,21,6,9,11,7,1,0,0,0,194,17,3,14606,127,0,1,3,3,42.33333333,7.152777778,0.764684358,1,0.333333333,FALSE,FALSE,FALSE,TRUE,FALSE
none,2,8,6,2,9,2,0,6,28,0.9012345,0.11111111,0.11111111,9,0,9,0,0,0,9,0,0,0,9,5,4,5,0,0,5,0,0,43,5,0,0,0,0,4,4,14,3,10,0,0,0,0,85,1,0,2162,270,0,0,7,4,38.57142857,4.4,1.584597487,1.75,0.428571429,FALSE,FALSE,FALSE,FALSE,FALSE
major,7,12,5,7,21,1,0,20,3,0.6666667,0,0,3,0,2,1,0,0,2,0,0,0,2,2,0,2,0,0,2,0,1,85,5,2,6,0,11,1,42,23,15,12,2,0,0,0,55,1,1,3256,84,0,1,6,3,14,3.125,1.472368869,2,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,11,6,5,9,2,0,1,16,0.75,0.21428572,0.21428572,8,0,8,0,0,0,8,0,0,0,2,1,0,2,0,0,2,0,0,29,1,0,1,0,1,1,1,2,0,2,0,0,0,0,24,1,0,3212,131,0,0,7,2,18.71428571,6.444444444,1.538055358,3.5,0.714285714,FALSE,FALSE,FALSE,FALSE,FALSE
none,6,7,1,6,8,3,0,1,20,0.6875,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0,28,4,0,0,0,0,2,0,5,0,2,0,0,0,0,51,1025,0,889,43,0,0,2,2,21.5,3.569444444,0.612821904,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
major,8,10,2,8,43,2,0,33,281,0.8974359,0.10507246,0.45652175,27,0,24,3,0,0,24,0,0,0,13,1,0,13,0,0,13,0,2,164,27,0,5,3,5,14,3,30,0,23,2,0,0,0,100,1,1,3307,65,0,1,5,4,13,6.56122449,1.398703698,1.25,0.4,FALSE,TRUE,FALSE,FALSE,FALSE
none,3,11,8,3,18,2,1,17,0,0,1,1,18,0,18,0,0,0,18,0,0,0,1,0,0,0,1,0,1,0,0,57,12,0,0,0,0,0,0,1,0,1,0,0,0,0,34,1,0,13849,243,0,4,7,6,34.71428571,3.585798817,1.677600088,1.166666667,0.285714286,TRUE,FALSE,FALSE,FALSE,FALSE
major,21,22,1,21,33,1,0,61,45,0.9,,,10,1,1,9,0,0,1,0,0,0,4,1,0,4,0,0,1,0,16,151,18,4,13,1,1,25,6,38,4,29,2,1,0,0,180,1,0,1139,31,0,0,7,2,4.428571429,4.864197531,1.74338691,3.5,0.857142857,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,4,3,1,4,1,0,0,0,0.25,0.8333333,1,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,17,3,0,0,0,0,1,0,2,1,2,0,0,0,0,11,1,0,427,21,0,1,2,1,10.5,0,0.548874384,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
minor,5,5,0,5,13,2,0,18,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,7,0,0,0,3,4,0,1,3,0,0,0,37,10,0,1437967,5029,0,4,118,42,42.61864407,9.000513685,4.633844503,2.80952381,0.127118644,FALSE,FALSE,FALSE,FALSE,FALSE
critical,18,18,0,18,234,2,0,117,679,0.7537994,0.19163764,0.3205575,47,0,42,5,0,0,42,0,0,0,7,0,0,7,0,0,0,0,52,790,63,16,58,0,1,75,39,60,0,39,4,0,0,0,173,9,2,573210,1529,0,7,88,3,17.375,7.111111111,3.82682551,29.33333333,0.875,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,9,0,58,10,0,1,2,2,5,3.6,0.673011667,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
major,7,7,0,7,23,2,0,4,253,0.9565219,0,0,23,0,23,0,0,0,23,0,0,0,23,0,0,23,0,0,23,0,0,94,23,0,0,0,0,1,22,23,0,23,0,0,0,0,40,1,0,1521,88,0,0,2,1,44,7,0.672079388,2,1,TRUE,FALSE,TRUE,FALSE,FALSE
minor,3,3,0,3,17,3,0,8,21,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2,41,7,2,7,0,3,0,6,11,0,10,3,0,0,0,34,16,0,4490,89,0,0,3,2,29.66666667,2.444444444,0.478536637,1.5,0.666666667,FALSE,FALSE,FALSE,TRUE,FALSE
minor,8,8,0,8,10,2,0,4,45,0.9,0,0,10,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,10,0,0,42,10,0,0,0,0,1,9,10,0,10,0,0,0,0,28,1,0,11010,43,0,1,1,1,43,0,0,1,1,TRUE,FALSE,TRUE,FALSE,FALSE
minor,14,23,9,14,23,1,0,5,162,0.8888889,0.07368421,0.07368421,20,0,20,0,0,0,20,0,0,0,9,0,0,0,9,0,0,0,0,80,13,0,3,0,0,18,0,11,0,9,1,0,0,0,113,1,0,12839,105,0,0,2,2,52.5,0,0.6894692,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,5,3,2,3,1,0,3,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,17,0,10282,272,1,2,11,3,24.72727273,9.444444444,2.010038355,3.666666667,0.636363636,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,5,1,0,0,4,0.6,0.5,1,5,0,4,1,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,22,4,0,0,0,0,0,0,5,0,3,0,0,0,0,10,25,0,6648,481,1,3,18,3,26.72222222,10.99408284,2.563195481,6,0.833333333,TRUE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,2,2,0,1,0,0,1,1,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,20,1,0,0,0,0,6,0,4,0,4,0,0,0,0,15,2,0,353,11,0,0,4,1,2.75,0,1.373003913,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,13,13,0,4,4,0,1,6,1,0,0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,2,14,0,0,0,0,0,0,1,1,0,1,0,0,0,0,36,1,0,954,178,0,0,5,2,35.6,6.722222222,1.310225943,2.5,0.8,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,3,1,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,16,2,0,0,0,0,2,0,2,1,2,1,0,0,0,7,1,0,379,10,0,5,6,2,1.666666667,3,1.497866137,3,0.666666667,TRUE,FALSE,TRUE,FALSE,FALSE
major,6,7,1,6,4,1,0,0,1,0.5,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,41,2,0,2,0,0,8,0,2,0,2,1,0,2,0,99,1,0,18452,164,0,0,4,4,41,7.846153846,1.364402593,1,0.25,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,3,1,1,1,0,0,0,0,14,1,0,2,1,0,0,1,1,1,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,18,19,1,18,41,1,0,42,53,0.8959275,0.3263158,0.7157895,26,1,19,6,0,1,20,0,0,0,17,4,0,17,0,0,12,0,4,185,23,0,7,1,0,4,0,31,1,26,4,0,2,1,186,1,2,3965,51,0,0,3,1,17,8.72,0.88822861,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,2,2,0,0,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,0,198,16,0,0,2,2,8,2.5,0.621086375,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
critical,8,10,2,8,77,1,0,71,131,0.9097745,0.14545454,0.27272728,19,0,0,8,0,11,11,0,0,2,14,5,0,14,0,0,8,0,3,322,24,6,28,7,0,58,8,53,14,48,6,0,0,0,137,1,0,1235,31,0,1,4,1,7.75,6.055555556,1.138944268,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,5,2,3,5,1,0,5,0,0.25,0.33333334,0.33333334,4,0,2,1,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,19,3,1,0,0,0,0,0,2,0,2,1,0,0,0,21,16,0,3847,81,0,0,2,1,40.5,8.03125,0.670958494,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
critical,5,21,16,5,98,1,0,53,494,0.91666675,0.054435484,0.054435484,33,33,32,1,0,0,32,0,0,0,4,4,2,2,0,0,4,0,19,306,46,15,34,0,1,23,67,59,21,47,4,0,0,0,218,1,0,15465,394,4,34,46,14,8.565217391,10.97727273,3.115621538,3.285714286,0.304347826,FALSE,FALSE,FALSE,TRUE,FALSE
major,24,24,0,24,27,3,0,29,4,0.71428573,0.14285715,0.2857143,8,0,7,1,0,0,7,0,0,0,12,0,0,12,0,0,0,0,7,135,9,2,13,0,5,15,24,42,6,31,4,0,1,0,85,10,0,5173,94,0,2,5,3,18.8,12.52468769,1.093981342,1.666666667,0.4,TRUE,FALSE,FALSE,FALSE,FALSE
none,0,1,1,0,2,1,0,0,0,0,1,1,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,31968,258,0,3,20,4,12.9,2,2.115067609,5,0.65,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,2,1,0,0,1,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1033,0,10542,222,0,0,3,1,74,3.498046875,1.069636846,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
none,1,4,3,1,12,1,1,8,45,0.8181818,0.09090909,0.10909091,11,0,11,0,0,0,11,4,0,0,4,1,0,4,0,0,3,0,0,34,4,0,1,0,0,5,0,4,1,5,1,0,0,0,77,1025,0,266,3,0,1,1,1,3,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,8,12,4,8,9,1,0,8,0,0.5625,0.53571427,0.53571427,8,0,8,0,0,0,8,0,0,0,2,1,0,2,0,0,2,0,2,34,7,0,1,0,0,3,0,5,0,5,1,0,0,0,27,1,2,23448,395,1,3,10,2,39.5,6.54,1.981894317,5,0.9,TRUE,FALSE,FALSE,TRUE,FALSE
none,1,3,2,1,8,1,0,0,20,0.75,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,30,4,0,0,0,0,0,0,4,0,4,0,0,0,0,11,1,0,997,13,0,1,1,1,13,4.56,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,8,1,0,2,2,0.5,0.4,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,25,3,0,3,0,1,3,0,2,1,2,1,0,0,0,82,1,0,1870,74,0,0,2,1,37,0,0.648279167,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
none,0,0,0,0,4,1,0,1,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,15,2,0,1,0,0,2,0,1,1,1,1,0,0,0,30,25,0,3,76,0,0,1,1,76,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
